split,model,amount,level,metric,value,pvalue
4,BVCC,20,Utterance,LCC,0.7992245065490565,1.2598996141325459e-25
4,BVCC,20,Utterance,SRCC,0.7367021097659181,4.6024714352639327e-20
4,BVCC,20,Utterance,KTAU,0.5465621512798615,2.680034105841929e-17
4,BVCC,20,System,LCC,0.90873424262249,0.0001074136724449
4,BVCC,20,System,SRCC,0.5909090909090909,0.0555756042887746
4,BVCC,20,System,KTAU,0.4181818181818181,0.0865612473945807
4,BVCC,30,Utterance,MSE,0.1789372677749748,NaN
4,BVCC,30,System,MSE,0.0786872919223674,NaN
4,BVCC,30,Utterance,LCC,0.8644228787914772,4.9389640844561e-34
4,BVCC,30,Utterance,SRCC,0.8332074758207209,1.4883682456388265e-29
4,BVCC,30,Utterance,KTAU,0.6400201069185554,3.90946754799797e-23
4,BVCC,30,System,LCC,0.938937508848034,1.840728615072369e-05
4,BVCC,30,System,SRCC,0.6090909090909091,0.0466957093540988
4,BVCC,30,System,KTAU,0.4181818181818181,0.0865612473945807
4,BVCC,40,Utterance,MSE,0.2071507096416791,NaN
4,BVCC,40,System,MSE,0.0934613996742664,NaN
4,BVCC,40,Utterance,LCC,0.8569935236103734,7.158107221818095e-33
4,BVCC,40,Utterance,SRCC,0.8027086062813048,5.411655948851278e-26
4,BVCC,40,Utterance,KTAU,0.6109813849879613,3.1747258254624266e-21
4,BVCC,40,System,LCC,0.950322786751401,7.3950483649954814e-06
4,BVCC,40,System,SRCC,0.5181818181818182,0.1024915397909638
4,BVCC,40,System,KTAU,0.3090909090909091,0.218346510742344
4,SOMOS,0,Utterance,MSE,0.7335765961029013,NaN
4,SOMOS,0,System,MSE,0.294548147906863,NaN
4,SOMOS,0,Utterance,LCC,0.1349988339999555,0.1596791964132751
4,SOMOS,0,Utterance,SRCC,0.1439690908901274,0.1334744679039216
4,SOMOS,0,Utterance,KTAU,0.0996328562791075,0.123043380859393
4,SOMOS,0,System,LCC,0.5380747632898316,0.0877436733062114
4,SOMOS,0,System,SRCC,0.2090909090909091,0.5372209352113229
4,SOMOS,0,System,KTAU,0.2363636363636363,0.3587114698573032
4,SOMOS,10,Utterance,MSE,0.4878941777869964,NaN
4,SOMOS,10,System,MSE,0.2575174513841197,NaN
4,SOMOS,10,Utterance,LCC,0.5369732885028752,1.4713592277165707e-09
4,SOMOS,10,Utterance,SRCC,0.5433487443843253,8.606089355049479e-10
4,SOMOS,10,Utterance,KTAU,0.3719960412833012,8.522690735743874e-09
4,SOMOS,10,System,LCC,0.6847126399447954,0.0200971532256222
4,SOMOS,10,System,SRCC,0.5,0.1173068030142381
4,SOMOS,10,System,KTAU,0.3454545454545454,0.1645733124899791
4,SOMOS,20,Utterance,MSE,0.4995971847848446,NaN
4,SOMOS,20,System,MSE,0.2335821421527564,NaN
4,SOMOS,20,Utterance,LCC,0.5191296842538192,6.22956183243905e-09
4,SOMOS,20,Utterance,SRCC,0.5026700600008588,2.1947871269668094e-08
4,SOMOS,20,Utterance,KTAU,0.349966666025609,6.067222267843153e-08
4,SOMOS,20,System,LCC,0.78067653730589,0.0045713205955156
4,SOMOS,20,System,SRCC,0.5181818181818182,0.1024915397909638
4,SOMOS,20,System,KTAU,0.4545454545454545,0.0601701539201539
4,SOMOS,30,Utterance,MSE,0.2823482337523991,NaN
4,SOMOS,30,System,MSE,0.1769171188638856,NaN
4,SOMOS,30,Utterance,LCC,0.7762379265710773,2.2552370390005777e-23
4,SOMOS,30,Utterance,SRCC,0.7922943581458944,6.446694879959916e-25
4,SOMOS,30,Utterance,KTAU,0.5792724357534044,3.0742381558689465e-19
4,SOMOS,30,System,LCC,0.8657337535621751,0.0005722879644329
4,SOMOS,30,System,SRCC,0.5363636363636364,0.0889534181359627
4,SOMOS,30,System,KTAU,0.3818181818181818,0.1209709696168029
4,SOMOS,40,Utterance,MSE,0.3612931064806616,NaN
4,SOMOS,40,System,MSE,0.1829343458213895,NaN
4,SOMOS,40,Utterance,LCC,0.6947227290709126,3.829168463451702e-17
4,SOMOS,40,Utterance,SRCC,0.6964427003073838,2.9740874444590776e-17
4,SOMOS,40,Utterance,KTAU,0.4994993950475193,1.0646495348203932e-14
4,SOMOS,40,System,LCC,0.8450264817529931,0.0010575848761577
4,SOMOS,40,System,SRCC,0.4727272727272727,0.1419985202063199
4,SOMOS,40,System,KTAU,0.3454545454545454,0.1645733124899791
4,BVCC-SOMOS,0,Utterance,MSE,0.6920217303790711,NaN
4,BVCC-SOMOS,0,System,MSE,0.3128039430497886,NaN
4,BVCC-SOMOS,0,Utterance,LCC,0.1571850329680854,0.1010156851550628
4,BVCC-SOMOS,0,Utterance,SRCC,0.113966137928588,0.2358199977752103
4,BVCC-SOMOS,0,Utterance,KTAU,0.0806074867383734,0.2121598687197546
4,BVCC-SOMOS,0,System,LCC,0.6495220379209816,0.0305491430956228
4,BVCC-SOMOS,0,System,SRCC,0.2909090909090909,0.3854569696913655
4,BVCC-SOMOS,0,System,KTAU,0.2,0.4453821448613115
4,BVCC-SOMOS,10,Utterance,MSE,0.5136532800025417,NaN
4,BVCC-SOMOS,10,System,MSE,0.257413955048229,NaN
4,BVCC-SOMOS,10,Utterance,LCC,0.5371894096275442,1.4451152160129471e-09
4,BVCC-SOMOS,10,Utterance,SRCC,0.5592676665341669,2.1452535977681583e-10
4,BVCC-SOMOS,10,Utterance,KTAU,0.3840120641511332,2.785477029921629e-09
4,BVCC-SOMOS,10,System,LCC,0.6722375865083455,0.0234517239388379
4,BVCC-SOMOS,10,System,SRCC,0.5909090909090909,0.0555756042887746
4,BVCC-SOMOS,10,System,KTAU,0.4181818181818181,0.0865612473945807
4,BVCC-SOMOS,20,Utterance,MSE,0.3065164546664931,NaN
4,BVCC-SOMOS,20,System,MSE,0.1356061694285419,NaN
4,BVCC-SOMOS,20,Utterance,LCC,0.7440532591696556,1.241067416278043e-20
4,BVCC-SOMOS,20,Utterance,SRCC,0.6835669026126946,1.8910918317883207e-16
4,BVCC-SOMOS,20,Utterance,KTAU,0.5015020655254913,8.341324936732051e-15
4,BVCC-SOMOS,20,System,LCC,0.8765419143227188,0.0003987132547279
4,BVCC-SOMOS,20,System,SRCC,0.5818181818181819,0.0604198962156483
4,BVCC-SOMOS,20,System,KTAU,0.4545454545454545,0.0601701539201539
4,BVCC-SOMOS,30,Utterance,MSE,0.1998261413614594,NaN
4,BVCC-SOMOS,30,System,MSE,0.1055851251235193,NaN
4,BVCC-SOMOS,30,Utterance,LCC,0.8419769134790173,1.0317423002165162e-30
4,BVCC-SOMOS,30,Utterance,SRCC,0.8189881950332385,8.241646415964746e-28
4,BVCC-SOMOS,30,Utterance,KTAU,0.621662294203812,6.4480198190937125e-22
4,BVCC-SOMOS,30,System,LCC,0.918773309882103,6.453100448160578e-05
4,BVCC-SOMOS,30,System,SRCC,0.5727272727272729,0.0655430526010184
4,BVCC-SOMOS,30,System,KTAU,0.4181818181818181,0.0865612473945807
4,BVCC-SOMOS,40,Utterance,MSE,0.2478390374769583,NaN
4,BVCC-SOMOS,40,System,MSE,0.1065650653144039,NaN
4,BVCC-SOMOS,40,Utterance,LCC,0.813801063008937,3.2683118177929106e-27
4,BVCC-SOMOS,40,Utterance,SRCC,0.7720519451034734,5.430081326889123e-23
4,BVCC-SOMOS,40,Utterance,KTAU,0.5702604186025304,1.0797264439684568e-18
4,BVCC-SOMOS,40,System,LCC,0.9129342489049695,8.74356769126256e-05
4,BVCC-SOMOS,40,System,SRCC,0.5454545454545455,0.082650957344175
4,BVCC-SOMOS,40,System,KTAU,0.3818181818181818,0.1209709696168029
5,BVCC,0,Utterance,MSE,0.9114695125152008,NaN
5,BVCC,0,System,MSE,0.4855780408969591,NaN
5,BVCC,0,Utterance,LCC,-0.0247299967288272,0.7976059345097405
5,BVCC,0,Utterance,SRCC,-0.0539961769475747,0.5753046031738857
5,BVCC,0,Utterance,KTAU,-0.0407175671645572,0.5285114892007095
5,BVCC,0,System,LCC,0.1216200299947571,0.7216755207072552
5,BVCC,0,System,SRCC,0.0909090909090909,0.7903727377532903
5,BVCC,0,System,KTAU,0.0545454545454545,0.8792698312489979
5,BVCC,10,Utterance,MSE,0.5581911248136148,NaN
5,BVCC,10,System,MSE,0.324167996144925,NaN
5,BVCC,10,Utterance,LCC,0.5640108610893901,1.3979002340343916e-10
5,BVCC,10,Utterance,SRCC,0.5761410564427913,4.530681684628523e-11
5,BVCC,10,Utterance,KTAU,0.3901543935685851,1.547640186100311e-09
5,BVCC,10,System,LCC,0.5753478618250428,0.0640372250419473
5,BVCC,10,System,SRCC,0.0727272727272727,0.831716405381337
5,BVCC,10,System,KTAU,0.0909090909090909,0.7611503928170594
5,BVCC,20,Utterance,MSE,0.3093642707279901,NaN
5,BVCC,20,System,MSE,0.1445411499713962,NaN
5,BVCC,20,Utterance,LCC,0.796362995503408,2.4911864442843902e-25
5,BVCC,20,Utterance,SRCC,0.7294420500910616,1.609928263848786e-19
5,BVCC,20,Utterance,KTAU,0.5393408896551186,6.906211305115755e-17
5,BVCC,20,System,LCC,0.8964425591239826,0.0001862340478158
5,BVCC,20,System,SRCC,0.4000000000000001,0.22286835013352
5,BVCC,20,System,KTAU,0.3818181818181818,0.1209709696168029
5,BVCC,30,Utterance,MSE,0.2372260646187426,NaN
5,BVCC,30,System,MSE,0.1403338613524092,NaN
5,BVCC,30,Utterance,LCC,0.8419373683051363,1.0446137021087016e-30
5,BVCC,30,Utterance,SRCC,0.8516356194312189,4.490404229735454e-32
5,BVCC,30,Utterance,KTAU,0.661159840598261,1.392001783914294e-24
5,BVCC,30,System,LCC,0.861455843070856,0.0006547999141952
5,BVCC,30,System,SRCC,0.3727272727272728,0.2589258736842221
5,BVCC,30,System,KTAU,0.3090909090909091,0.218346510742344
5,BVCC,40,Utterance,MSE,0.1673709305893439,NaN
5,BVCC,40,System,MSE,0.0631804228896131,NaN
5,BVCC,40,Utterance,LCC,0.889609999610168,1.500693360010289e-38
5,BVCC,40,Utterance,SRCC,0.8450715020699707,3.868713234551004e-31
5,BVCC,40,Utterance,KTAU,0.6598248383961445,1.722892394549726e-24
5,BVCC,40,System,LCC,0.9235693760259356,4.941968240138061e-05
5,BVCC,40,System,SRCC,0.5272727272727273,0.0955652183531542
5,BVCC,40,System,KTAU,0.3818181818181818,0.1209709696168029
5,SOMOS,0,Utterance,MSE,0.719801759221443,NaN
5,SOMOS,0,System,MSE,0.3251294469738522,NaN
5,SOMOS,0,Utterance,LCC,0.1764730600096517,0.0651505116790648
5,SOMOS,0,Utterance,SRCC,0.2005391953729664,0.0356729843210794
5,SOMOS,0,Utterance,KTAU,0.1318314674590172,0.0412846096289826
5,SOMOS,0,System,LCC,0.2941887487096648,0.3798741744687035
5,SOMOS,0,System,SRCC,0.3363636363636363,0.3118243139003862
5,SOMOS,0,System,KTAU,0.2,0.4453821448613115
5,SOMOS,10,Utterance,MSE,0.9107963388411608,NaN
5,SOMOS,10,System,MSE,0.5692667101324552,NaN
5,SOMOS,10,Utterance,LCC,0.3261646305473118,0.000506362461072
5,SOMOS,10,Utterance,SRCC,0.3431148901184829,0.000242967367233
5,SOMOS,10,Utterance,KTAU,0.230955380966177,0.0003501876085804
5,SOMOS,10,System,LCC,0.1936529724786114,0.5683140090493195
5,SOMOS,10,System,SRCC,0.1,0.7698749998921366
5,SOMOS,10,System,KTAU,0.0545454545454545,0.8792698312489979
5,SOMOS,20,Utterance,MSE,0.3490371774728747,NaN
5,SOMOS,20,System,MSE,0.2105807228268225,NaN
5,SOMOS,20,Utterance,LCC,0.7130887038925601,2.343294438041923e-18
5,SOMOS,20,Utterance,SRCC,0.7516816043101803,3.035703487178012e-21
5,SOMOS,20,Utterance,KTAU,0.5433458962614685,4.078492650071651e-17
5,SOMOS,20,System,LCC,0.7300614564354182,0.0107461004997449
5,SOMOS,20,System,SRCC,0.5363636363636364,0.0889534181359627
5,SOMOS,20,System,KTAU,0.3818181818181818,0.1209709696168029
5,SOMOS,30,Utterance,MSE,0.2582223118920717,NaN
5,SOMOS,30,System,MSE,0.1540714080447449,NaN
5,SOMOS,30,Utterance,LCC,0.7991573797053273,1.2803714379926188e-25
5,SOMOS,30,Utterance,SRCC,0.814730492563652,2.5615315449185667e-27
5,SOMOS,30,Utterance,KTAU,0.6151022646252373,1.7092881074328416e-21
5,SOMOS,30,System,LCC,0.8051021718985363,0.0027908701923373
5,SOMOS,30,System,SRCC,0.4545454545454545,0.1601454372552588
5,SOMOS,30,System,KTAU,0.3454545454545454,0.1645733124899791
5,SOMOS,40,Utterance,MSE,0.3069359300130437,NaN
5,SOMOS,40,System,MSE,0.176579294816527,NaN
5,SOMOS,40,Utterance,LCC,0.7630949198876614,3.347802879502758e-22
5,SOMOS,40,Utterance,SRCC,0.8101049538187066,8.499168900060741e-27
5,SOMOS,40,Utterance,KTAU,0.6097622558167709,3.774350315594631e-21
5,SOMOS,40,System,LCC,0.770285834260984,0.005539335935145
5,SOMOS,40,System,SRCC,0.4545454545454545,0.1601454372552588
5,SOMOS,40,System,KTAU,0.3454545454545454,0.1645733124899791
5,BVCC-SOMOS,0,Utterance,MSE,0.6705829583487165,NaN
5,BVCC-SOMOS,0,System,MSE,0.3258791941802492,NaN
5,BVCC-SOMOS,0,Utterance,LCC,0.2565894757164927,0.0068129891695284
5,BVCC-SOMOS,0,Utterance,SRCC,0.247579030913669,0.0091153288842866
5,BVCC-SOMOS,0,Utterance,KTAU,0.1692115291182828,0.0088116148935828
5,BVCC-SOMOS,0,System,LCC,0.5737133413647559,0.0649736676616147
5,BVCC-SOMOS,0,System,SRCC,0.4272727272727273,0.189943724965427
5,BVCC-SOMOS,0,System,KTAU,0.3090909090909091,0.218346510742344
5,BVCC-SOMOS,10,Utterance,MSE,0.514995355834854,NaN
5,BVCC-SOMOS,10,System,MSE,0.2862161546272457,NaN
5,BVCC-SOMOS,10,Utterance,LCC,0.5548726664914791,3.1712540018897376e-10
5,BVCC-SOMOS,10,Utterance,SRCC,0.5763619642386026,4.436763480970413e-11
5,BVCC-SOMOS,10,Utterance,KTAU,0.3964956540286391,8.384107878101517e-10
5,BVCC-SOMOS,10,System,LCC,0.5467495994711684,0.0817779909219154
5,BVCC-SOMOS,10,System,SRCC,0.2636363636363636,0.4334407376116145
5,BVCC-SOMOS,10,System,KTAU,0.2363636363636363,0.3587114698573032
5,BVCC-SOMOS,20,Utterance,MSE,0.3167677836900316,NaN
5,BVCC-SOMOS,20,System,MSE,0.1742886428662168,NaN
5,BVCC-SOMOS,20,Utterance,LCC,0.751807587367097,2.964655537752548e-21
5,BVCC-SOMOS,20,Utterance,SRCC,0.7621544371605782,4.0335062458447577e-22
5,BVCC-SOMOS,20,Utterance,KTAU,0.5596996732373972,4.5643324623996714e-18
5,BVCC-SOMOS,20,System,LCC,0.8264552223727086,0.0017108460515111
5,BVCC-SOMOS,20,System,SRCC,0.5818181818181819,0.0604198962156483
5,BVCC-SOMOS,20,System,KTAU,0.4909090909090909,0.0405323573031906
5,BVCC-SOMOS,30,Utterance,MSE,0.2002387562595401,NaN
5,BVCC-SOMOS,30,System,MSE,0.1050221468319922,NaN
5,BVCC-SOMOS,30,Utterance,LCC,0.8496278389371343,8.771678112056773e-32
5,BVCC-SOMOS,30,Utterance,SRCC,0.842767749342225,8.045987930470262e-31
5,BVCC-SOMOS,30,Utterance,KTAU,0.650479822981328,7.576022971100736e-24
5,BVCC-SOMOS,30,System,LCC,0.866799475358332,0.0005530162067051
5,BVCC-SOMOS,30,System,SRCC,0.5181818181818182,0.1024915397909638
5,BVCC-SOMOS,30,System,KTAU,0.3454545454545454,0.1645733124899791
5,BVCC-SOMOS,40,Utterance,MSE,0.2043945381184612,NaN
5,BVCC-SOMOS,40,System,MSE,0.1118065389131346,NaN
5,BVCC-SOMOS,40,Utterance,LCC,0.851764248832734,4.300404867879905e-32
5,BVCC-SOMOS,40,Utterance,SRCC,0.8503777974918039,6.838494471662716e-32
5,BVCC-SOMOS,40,Utterance,KTAU,0.6534835779360905,4.7172161073009694e-24
5,BVCC-SOMOS,40,System,LCC,0.8731369487277386,0.0004483429020452
5,BVCC-SOMOS,40,System,SRCC,0.4545454545454545,0.1601454372552588
5,BVCC-SOMOS,40,System,KTAU,0.2727272727272727,0.2829668209876543
6,BVCC,0,Utterance,MSE,0.8431714725309878,NaN
6,BVCC,0,System,MSE,0.4532915462161611,NaN
6,BVCC,0,Utterance,LCC,-0.02985009436347,0.756893244915266
6,BVCC,0,Utterance,SRCC,-0.0282851507484857,0.7692722185284286
6,BVCC,0,Utterance,KTAU,-0.0158518280143692,0.8061505742608123
6,BVCC,0,System,LCC,0.3204855643088419,0.3366165997553512
6,BVCC,0,System,SRCC,0.6454545454545455,0.0319627993280174
6,BVCC,0,System,KTAU,0.4909090909090909,0.0405323573031906
6,BVCC,10,Utterance,MSE,0.3398927055159875,NaN
6,BVCC,10,System,MSE,0.1787238808747134,NaN
6,BVCC,10,Utterance,LCC,0.7004728124070682,1.6335960280979877e-17
6,BVCC,10,Utterance,SRCC,0.6640022541982745,2.6403138872410187e-15
6,BVCC,10,Utterance,KTAU,0.4807275422041859,9.922684830268025e-14
6,BVCC,10,System,LCC,0.8574824308981306,0.000739201105784
6,BVCC,10,System,SRCC,0.3181818181818182,0.3402976141819036
6,BVCC,10,System,KTAU,0.2,0.4453821448613115
6,BVCC,20,Utterance,MSE,0.2709373382845745,NaN
6,BVCC,20,System,MSE,0.1286922392663571,NaN
6,BVCC,20,Utterance,LCC,0.7601420134296365,5.992266514669529e-22
6,BVCC,20,Utterance,SRCC,0.7182011834775694,1.0352774785045996e-18
6,BVCC,20,Utterance,KTAU,0.5217754336940261,6.61778367193197e-16
6,BVCC,20,System,LCC,0.8692019554795586,0.0005113729832744
6,BVCC,20,System,SRCC,0.2272727272727272,0.501535667604937
6,BVCC,20,System,KTAU,0.1272727272727273,0.6480954385121052
6,BVCC,30,Utterance,MSE,0.1177800068668628,NaN
6,BVCC,30,System,MSE,0.0621034778785572,NaN
6,BVCC,30,Utterance,LCC,0.9014499902774592,4.5333651702685243e-41
6,BVCC,30,Utterance,SRCC,0.8258506622108086,1.24280149876686e-28
6,BVCC,30,Utterance,KTAU,0.6539296209296094,4.35966036137873e-24
6,BVCC,30,System,LCC,0.9107445410956876,9.745952257345448e-05
6,BVCC,30,System,SRCC,0.2454545454545454,0.4669223669820163
6,BVCC,30,System,KTAU,0.1636363636363636,0.5422593494468494
6,BVCC,40,Utterance,MSE,0.0947307328512068,NaN
6,BVCC,40,System,MSE,0.0472609905873963,NaN
6,BVCC,40,Utterance,LCC,0.9256724707568827,2.121499170481648e-47
6,BVCC,40,Utterance,SRCC,0.8683234714555463,1.137957433069071e-34
6,BVCC,40,Utterance,KTAU,0.6959786805045677,4.560557611515315e-27
6,BVCC,40,System,LCC,0.9328020163767676,2.8067180864996232e-05
6,BVCC,40,System,SRCC,0.4000000000000001,0.22286835013352
6,BVCC,40,System,KTAU,0.3090909090909091,0.218346510742344
6,SOMOS,0,Utterance,MSE,0.6424502807873247,NaN
6,SOMOS,0,System,MSE,0.2988299039811799,NaN
6,SOMOS,0,Utterance,LCC,0.1733934447393429,0.0700574065705504
6,SOMOS,0,Utterance,SRCC,0.1788447450099505,0.0615652525808108
6,SOMOS,0,Utterance,KTAU,0.1166360819162533,0.0709822769484552
6,SOMOS,0,System,LCC,0.5680859913161077,0.0682683228118529
6,SOMOS,0,System,SRCC,0.4454545454545455,0.1697326049268117
6,SOMOS,0,System,KTAU,0.3090909090909091,0.218346510742344
6,SOMOS,10,Utterance,MSE,0.4093140282050679,NaN
6,SOMOS,10,System,MSE,0.2269744329377211,NaN
6,SOMOS,10,Utterance,LCC,0.6326272216035893,1.227495836406858e-13
6,SOMOS,10,Utterance,SRCC,0.7200901662897491,7.620594024420604e-19
6,SOMOS,10,Utterance,KTAU,0.5197730975237901,8.52831110111011e-16
6,SOMOS,10,System,LCC,0.7227705347185828,0.0119755095117326
6,SOMOS,10,System,SRCC,0.1818181818181818,0.5926152128455
6,SOMOS,10,System,KTAU,0.1272727272727273,0.6480954385121052
6,SOMOS,20,Utterance,MSE,0.3211608270842661,NaN
6,SOMOS,20,System,MSE,0.2134011910118543,NaN
6,SOMOS,20,Utterance,LCC,0.7040454226174215,9.5242049098304e-18
6,SOMOS,20,Utterance,SRCC,0.7916055227327248,7.556773467597037e-25
6,SOMOS,20,Utterance,KTAU,0.5858501911415817,1.198018579788503e-19
6,SOMOS,20,System,LCC,0.7019137111548959,0.0160527663941814
6,SOMOS,20,System,SRCC,0.1272727272727273,0.7092146257733047
6,SOMOS,20,System,KTAU,0.0909090909090909,0.7611503928170594
6,SOMOS,30,Utterance,MSE,0.1778835652052664,NaN
6,SOMOS,30,System,MSE,0.0788357475119523,NaN
6,SOMOS,30,Utterance,LCC,0.8704005451658502,5.10846330660939e-35
6,SOMOS,30,Utterance,SRCC,0.8403989856831331,1.6876502742454133e-30
6,SOMOS,30,Utterance,KTAU,0.6482563351139404,1.0656420574184793e-23
6,SOMOS,30,System,LCC,0.8924266120816258,0.0002196927070271
6,SOMOS,30,System,SRCC,0.2363636363636363,0.4840911622253965
6,SOMOS,30,System,KTAU,0.1636363636363636,0.5422593494468494
6,SOMOS,40,Utterance,MSE,0.1740159778504033,NaN
6,SOMOS,40,System,MSE,0.0967840321099005,NaN
6,SOMOS,40,Utterance,LCC,0.8539364502060032,2.059323622035204e-32
6,SOMOS,40,Utterance,SRCC,0.8387985348518112,2.7649445334186e-30
6,SOMOS,40,Utterance,KTAU,0.6439179400784288,2.0999042136889378e-23
6,SOMOS,40,System,LCC,0.8919721931684518,0.0002237481571141
6,SOMOS,40,System,SRCC,0.3909090909090909,0.2345400670951943
6,SOMOS,40,System,KTAU,0.2727272727272727,0.2829668209876543
6,BVCC-SOMOS,0,Utterance,MSE,0.599895101418919,NaN
6,BVCC-SOMOS,0,System,MSE,0.2988316003553612,NaN
6,BVCC-SOMOS,0,Utterance,LCC,0.241928735168403,0.0108862521492673
6,BVCC-SOMOS,0,Utterance,SRCC,0.2705798816739906,0.004250043908618
6,BVCC-SOMOS,0,Utterance,KTAU,0.1817120074489269,0.0049081343719812
6,BVCC-SOMOS,0,System,LCC,0.8229729063290646,0.0018608950518408
6,BVCC-SOMOS,0,System,SRCC,0.7363636363636363,0.0097595359599169
6,BVCC-SOMOS,0,System,KTAU,0.6000000000000001,0.00994553671637
6,BVCC-SOMOS,10,Utterance,MSE,0.3613133796025347,NaN
6,BVCC-SOMOS,10,System,MSE,0.2021876423477287,NaN
6,BVCC-SOMOS,10,Utterance,LCC,0.6988035517820957,2.096261957787058e-17
6,BVCC-SOMOS,10,Utterance,SRCC,0.7560078895943692,1.3350760978469405e-21
6,BVCC-SOMOS,10,Utterance,KTAU,0.5568163166731581,6.705743119422403e-18
6,BVCC-SOMOS,10,System,LCC,0.8277523027364159,0.0016573383614556
6,BVCC-SOMOS,10,System,SRCC,0.2909090909090909,0.3854569696913655
6,BVCC-SOMOS,10,System,KTAU,0.1636363636363636,0.5422593494468494
6,BVCC-SOMOS,20,Utterance,MSE,0.3220554841123726,NaN
6,BVCC-SOMOS,20,System,MSE,0.2012375140630965,NaN
6,BVCC-SOMOS,20,Utterance,LCC,0.736358985611995,4.887593743461905e-20
6,BVCC-SOMOS,20,Utterance,SRCC,0.778707241525932,1.3310438309318472e-23
6,BVCC-SOMOS,20,Utterance,KTAU,0.5725012833400076,7.814484190268041e-19
6,BVCC-SOMOS,20,System,LCC,0.8221722746872592,0.0018967398869041
6,BVCC-SOMOS,20,System,SRCC,0.2454545454545454,0.4669223669820163
6,BVCC-SOMOS,20,System,KTAU,0.0545454545454545,0.8792698312489979
6,BVCC-SOMOS,30,Utterance,MSE,0.1251793115356402,NaN
6,BVCC-SOMOS,30,System,MSE,0.0651466065205941,NaN
6,BVCC-SOMOS,30,Utterance,LCC,0.8991894243172651,1.450300805042933e-40
6,BVCC-SOMOS,30,Utterance,SRCC,0.8594195548587564,3.040575893544421e-33
6,BVCC-SOMOS,30,Utterance,KTAU,0.6816286046178756,4.973432158930658e-26
6,BVCC-SOMOS,30,System,LCC,0.9050445023331056,0.0001276844153167
6,BVCC-SOMOS,30,System,SRCC,0.2363636363636363,0.4840911622253965
6,BVCC-SOMOS,30,System,KTAU,0.1636363636363636,0.5422593494468494
6,BVCC-SOMOS,40,Utterance,MSE,0.1193768891881215,NaN
6,BVCC-SOMOS,40,System,MSE,0.0525382004871933,NaN
6,BVCC-SOMOS,40,Utterance,LCC,0.9046845564158488,8.168009959040679e-42
6,BVCC-SOMOS,40,Utterance,SRCC,0.8722366864459329,2.4875357000881823e-35
6,BVCC-SOMOS,40,Utterance,KTAU,0.6916402854690561,9.439825514891314e-27
6,BVCC-SOMOS,40,System,LCC,0.9333555148543596,2.70637314134709e-05
6,BVCC-SOMOS,40,System,SRCC,0.4181818181818182,0.2005702170340506
6,BVCC-SOMOS,40,System,KTAU,0.2727272727272727,0.2829668209876543
7,BVCC,0,Utterance,MSE,1.0071631258913711,NaN
7,BVCC,0,System,MSE,0.5100988447485831,NaN
7,BVCC,0,Utterance,LCC,-0.1042419708424333,0.2784688162852766
7,BVCC,0,Utterance,SRCC,-0.0966350185300198,0.3152381507212795
7,BVCC,0,Utterance,KTAU,-0.0628962304382047,0.3301448516446891
7,BVCC,0,System,LCC,-0.0404290912923242,0.906051881904967
7,BVCC,0,System,SRCC,0.5363636363636364,0.0889534181359627
7,BVCC,0,System,KTAU,0.4181818181818181,0.0865612473945807
7,BVCC,10,Utterance,MSE,0.4966712699120678,NaN
7,BVCC,10,System,MSE,0.1965869476513962,NaN
7,BVCC,10,Utterance,LCC,0.575492123402779,4.8177948282995445e-11
7,BVCC,10,Utterance,SRCC,0.5534727294095395,3.5874466502842176e-10
7,BVCC,10,Utterance,KTAU,0.3975642364303497,7.484764730621112e-10
7,BVCC,10,System,LCC,0.8393613273564126,0.001232367109518
7,BVCC,10,System,SRCC,0.6636363636363638,0.0259841339187655
7,BVCC,10,System,KTAU,0.5272727272727272,0.026384479717813
7,BVCC,20,Utterance,MSE,0.3659948531632089,NaN
7,BVCC,20,System,MSE,0.16572389256925,NaN
7,BVCC,20,Utterance,LCC,0.7339906184137993,7.381996412487183e-20
7,BVCC,20,Utterance,SRCC,0.6450449475752388,2.8328044023097497e-14
7,BVCC,20,Utterance,KTAU,0.4572906303212709,1.4391592230624969e-12
7,BVCC,20,System,LCC,0.882584703925513,0.0003210092647014
7,BVCC,20,System,SRCC,0.7636363636363637,0.0062330597479047
7,BVCC,20,System,KTAU,0.6000000000000001,0.00994553671637
7,BVCC,30,Utterance,MSE,0.2284294724740271,NaN
7,BVCC,30,System,MSE,0.0880413101997123,NaN
7,BVCC,30,Utterance,LCC,0.8404829621265136,1.644248356423744e-30
7,BVCC,30,Utterance,SRCC,0.7556060483184256,1.4419649367511554e-21
7,BVCC,30,Utterance,KTAU,0.5690690769886374,1.2415076437334058e-18
7,BVCC,30,System,LCC,0.930690954300884,3.215905940801898e-05
7,BVCC,30,System,SRCC,0.4272727272727273,0.189943724965427
7,BVCC,30,System,KTAU,0.3454545454545454,0.1645733124899791
7,BVCC,40,Utterance,MSE,0.2334706186339852,NaN
7,BVCC,40,System,MSE,0.0806545827424008,NaN
7,BVCC,40,Utterance,LCC,0.8281742370340485,6.427287701532122e-29
7,BVCC,40,Utterance,SRCC,0.7755326534923321,2.6185643338462825e-23
7,BVCC,40,Utterance,KTAU,0.5754087500832045,5.147076615821024e-19
7,BVCC,40,System,LCC,0.9279694432609512,3.8092200278663575e-05
7,BVCC,40,System,SRCC,0.4818181818181818,0.1334338382568288
7,BVCC,40,System,KTAU,0.3818181818181818,0.1209709696168029
