#,Study,Arch.,Pipeline (basis),Implementation,Mono/multi,Input type,Model note,Source lang family,Source lang,Total source lang (min),Total source lang (utterances),Source data,Target lang family,Target lang,Target lang (minutes),Target lang (utterances),Target data,Combined data,Data rate (target/combied),Metric,Criterion,Type,Value
1,A,S2S,Tacotron 2,ESPNet,Mono,Character,,Indo-Aryan,,,,0.0,Indo-Aryan,Bengali,300,,14.4,14.4,1.0,MCD,Acoustics,O,7.305
2,A,S2S,Tacotron 2,ESPNet,Mono,Character,,Indo-Aryan,,,,0.0,Indo-Aryan,Hindi,300,,14.4,14.4,1.0,MCD,Acoustics,O,7.789
3,A,S2S,Tacotron 2,ESPNet,Mono,Character,,Indo-Aryan,,,,0.0,Indo-Aryan,Odia,300,,14.4,14.4,1.0,MCD,Acoustics,O,7.501
4,A,S2S,Tacotron 2,ESPNet,Mono,Character,,Indo-Aryan,,,,0.0,Indo-Aryan,Rajasthani,300,,14.4,14.4,1.0,MCD,Acoustics,O,7.049
5,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Bengali,300,,14.4,57.6,0.25,MCD,Acoustics,O,7.424
6,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Hindi,300,,14.4,57.6,0.25,MCD,Acoustics,O,7.968
7,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Odia,300,,14.4,57.6,0.25,MCD,Acoustics,O,7.525
8,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Rajasthani,300,,14.4,57.6,0.25,MCD,Acoustics,O,6.999
9,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Bengali,300,,14.4,57.6,0.25,MCD,Acoustics,O,7.437
10,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Hindi,300,,14.4,57.6,0.25,MCD,Acoustics,O,7.664
11,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Odia,300,,14.4,57.6,0.25,MCD,Acoustics,O,7.418
12,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Rajasthani,300,,14.4,57.6,0.25,MCD,Acoustics,O,6.606
13,A,S2S,Tacotron 2,ESPNet,Mono,Phone,,Dravidian,,,,0.0,Dravidian,Kannada,300,,14.4,14.4,1.0,MCD,Acoustics,O,8.297
14,A,S2S,Tacotron 2,ESPNet,Mono,Phone,,Dravidian,,,,0.0,Dravidian,Malayalam,300,,14.4,14.4,1.0,MCD,Acoustics,O,7.562
15,A,S2S,Tacotron 2,ESPNet,Mono,Phone,,Dravidian,,,,0.0,Dravidian,Telugu,300,,14.4,14.4,1.0,MCD,Acoustics,O,8.621
16,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic,Dravidian,,600.0,,28.8,Dravidian,Kannada,300,,14.4,43.2,0.3333333333333333,MCD,Acoustics,O,8.269
17,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic,Dravidian,,600.0,,28.8,Dravidian,Malayalam,300,,14.4,43.2,0.3333333333333333,MCD,Acoustics,O,7.723
18,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic,Dravidian,,600.0,,28.8,Dravidian,Telugu,300,,14.4,43.2,0.3333333333333333,MCD,Acoustics,O,9.282
19,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic with speaker embedding,Dravidian,,600.0,,28.8,Dravidian,Kannada,300,,14.4,43.2,0.3333333333333333,MCD,Acoustics,O,7.935
20,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic with speaker embedding,Dravidian,,600.0,,28.8,Dravidian,Malayalam,300,,14.4,43.2,0.3333333333333333,MCD,Acoustics,O,7.402
21,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic with speaker embedding,Dravidian,,600.0,,28.8,Dravidian,Telugu,300,,14.4,43.2,0.3333333333333333,MCD,Acoustics,O,8.619
22,A,S2S,Tacotron 2,ESPNet,Mono,Character,,Indo-Aryan,,,,0.0,Indo-Aryan,Gujarati,30,,1.44,1.44,1.0,MCD,Acoustics,O,11.24
23,A,S2S,Tacotron 2,ESPNet,Mono,Character,,Indo-Aryan,,,,0.0,Indo-Aryan,Gujarati,15,,0.72,0.72,1.0,MCD,Acoustics,O,10.968
24,A,S2S,Tacotron 2,ESPNet,Mono,Character,,Indo-Aryan,,,,0.0,Indo-Aryan,Gujarati,7,,0.336,0.336,1.0,MCD,Acoustics,O,10.888
25,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Gujarati,30,,1.44,44.64,0.03225806451612903,MCD,Acoustics,O,7.592
26,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Gujarati,15,,0.72,43.92,0.016393442622950817,MCD,Acoustics,O,7.584
27,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Gujarati,7,,0.336,43.536,0.007717750826901875,MCD,Acoustics,O,7.567
28,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Gujarati,30,,1.44,44.64,0.03225806451612903,MCD,Acoustics,O,7.486
29,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Gujarati,15,,0.72,43.92,0.016393442622950817,MCD,Acoustics,O,7.505
30,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Gujarati,7,,0.336,43.536,0.007717750826901875,MCD,Acoustics,O,7.538
31,A,S2S,Tacotron 2,ESPNet,Mono,Phone,,Dravidian,,,,0.0,Dravidian,Tamil,30,,1.44,1.44,1.0,MCD,Acoustics,O,10.534
32,A,S2S,Tacotron 2,ESPNet,Mono,Phone,,Dravidian,,,,0.0,Dravidian,Tamil,15,,0.72,0.72,1.0,MCD,Acoustics,O,10.02
33,A,S2S,Tacotron 2,ESPNet,Mono,Phone,,Dravidian,,,,0.0,Dravidian,Tamil,7,,0.336,0.336,1.0,MCD,Acoustics,O,10.471
34,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic,Dravidian,,600.0,,28.8,Dravidian,Tamil,30,,1.44,30.240000000000002,0.047619047619047616,MCD,Acoustics,O,8.301
35,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic,Dravidian,,600.0,,28.8,Dravidian,Tamil,15,,0.72,29.52,0.024390243902439025,MCD,Acoustics,O,8.276
36,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic,Dravidian,,600.0,,28.8,Dravidian,Tamil,7,,0.336,29.136,0.011532125205930808,MCD,Acoustics,O,8.503
37,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic with speaker embedding,Dravidian,,600.0,,28.8,Dravidian,Tamil,30,,1.44,30.240000000000002,0.047619047619047616,MCD,Acoustics,O,8.231
38,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic with speaker embedding,Dravidian,,600.0,,28.8,Dravidian,Tamil,15,,0.72,29.52,0.024390243902439025,MCD,Acoustics,O,8.451
39,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic with speaker embedding,Dravidian,,600.0,,28.8,Dravidian,Tamil,7,,0.336,29.136,0.011532125205930808,MCD,Acoustics,O,8.494
40,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Gujarati,7,,0.336,43.536,0.007717750826901875,DMOS,Similarity,S,4.41
41,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic with speaker embedding,Dravidian,,600.0,,28.8,Dravidian,Tamil,7,,0.336,29.136,0.011532125205930808,DMOS,Similarity,S,3.54
42,A,S2S,Tacotron 2,ESPNet,Multi,Character,Generic with speaker embedding,Indo-Aryan,,900.0,,43.2,Indo-Aryan,Gujarati,7,,0.336,43.536,0.007717750826901875,Speaker similarity,,,3.95
43,A,S2S,Tacotron 2,ESPNet,Multi,Phone,Generic with speaker embedding,Dravidian,,600.0,,28.8,Dravidian,Tamil,7,,0.336,29.136,0.011532125205930808,Speaker similarity,,,3.2
44,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,German,924,,44.352,44.352,1.0,CER,Intelligibility,O,7.3 
45,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,Greek,210,,10.08,10.08,1.0,CER,Intelligibility,O,
46,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,Spanish,1254,,60.192,60.192,1.0,CER,Intelligibility,O,7.0 
47,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,Finnish,582,,27.936,27.936,1.0,CER,Intelligibility,O, 18.6 
48,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,French,1013.9999999999999,,48.67199999999999,48.67199999999999,1.0,CER,Intelligibility,O,25.2 
49,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,Hungarian,570,,27.36,27.36,1.0,CER,Intelligibility,O,15.8 
50,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,Japanese,858,,41.184,41.184,1.0,CER,Intelligibility,O,28.8 
51,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,Dutch,702,,33.696,33.696,1.0,CER,Intelligibility,O,33.4 
52,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,Russian,1062,,50.97599999999999,50.97599999999999,1.0,CER,Intelligibility,O,45.5 
53,B,S2S,Tacotron 2,,Mono,,,,,,,0.0,,Chinese,336,,16.128,16.128,1.0,CER,Intelligibility,O,62.8 
54,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6588.0,,316.224,,German,924,,44.352,360.57599999999996,0.12300319488817892,CER,Intelligibility,O,8.3 
55,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,7302.0,,350.496,,Greek,210,,10.08,360.57599999999996,0.02795527156549521,CER,Intelligibility,O,11.4 
56,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6258.0,,300.38399999999996,,Spanish,1254,,60.192,360.57599999999996,0.16693290734824281,CER,Intelligibility,O,7.2 
57,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6930.0,,332.64,,Finnish,582,,27.936,360.57599999999996,0.07747603833865815,CER,Intelligibility,O,10.3 
58,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6498.0,,311.904,,French,1013.9999999999999,,48.67199999999999,360.57599999999996,0.1349840255591054,CER,Intelligibility,O,30.0 
59,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6942.0,,333.216,,Hungarian,570,,27.36,360.576,0.07587859424920128,CER,Intelligibility,O,15.9 
60,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6654.0,,319.392,,Japanese,858,,41.184,360.576,0.11421725239616612,CER,Intelligibility,O,27.2 
61,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6810.0,,326.88,,Dutch,702,,33.696,360.576,0.09345047923322683,CER,Intelligibility,O,31.6 
62,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6450.0,,309.6,,Russian,1062,,50.97599999999999,360.576,0.14137380191693288,CER,Intelligibility,O,44.4 
63,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,7176.0,,344.448,,Chinese,336,,16.128,360.57599999999996,0.04472843450479234,CER,Intelligibility,O,28.6 
64,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,6588.0,,316.224,,German,924,,44.352,360.57599999999996,0.12300319488817892,CER,Intelligibility,O,15.3 
65,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,7302.0,,350.496,,Greek,210,,10.08,360.57599999999996,0.02795527156549521,CER,Intelligibility,O,22.2 
66,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,6258.0,,300.38399999999996,,Spanish,1254,,60.192,360.57599999999996,0.16693290734824281,CER,Intelligibility,O,10.2 
67,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,6930.0,,332.64,,Finnish,582,,27.936,360.57599999999996,0.07747603833865815,CER,Intelligibility,O,18.1 
68,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,6498.0,,311.904,,French,1013.9999999999999,,48.67199999999999,360.57599999999996,0.1349840255591054,CER,Intelligibility,O,54.5 
69,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,6942.0,,333.216,,Hungarian,570,,27.36,360.576,0.07587859424920128,CER,Intelligibility,O,18.8 
70,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,6654.0,,319.392,,Japanese,858,,41.184,360.576,0.11421725239616612,CER,Intelligibility,O,33.7 
71,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,6810.0,,326.88,,Dutch,702,,33.696,360.576,0.09345047923322683,CER,Intelligibility,O,49.0 
72,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,6450.0,,309.6,,Russian,1062,,50.97599999999999,360.576,0.14137380191693288,CER,Intelligibility,O,58.1 
73,B,S2S,Tacotron 2,,Multi,,Separate (Cao et al. 2019),,,7176.0,,344.448,,Chinese,336,,16.128,360.57599999999996,0.04472843450479234,CER,Intelligibility,O,27.3 
74,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6588.0,,316.224,,German,924,,44.352,360.57599999999996,0.12300319488817892,CER,Intelligibility,O,*5.8 
75,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,7302.0,,350.496,,Greek,210,,10.08,360.57599999999996,0.02795527156549521,CER,Intelligibility,O,11.6 
76,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6258.0,,300.38399999999996,,Spanish,1254,,60.192,360.57599999999996,0.16693290734824281,CER,Intelligibility,O,7.0 
77,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6930.0,,332.64,,Finnish,582,,27.936,360.57599999999996,0.07747603833865815,CER,Intelligibility,O,10.4 
78,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6498.0,,311.904,,French,1013.9999999999999,,48.67199999999999,360.57599999999996,0.1349840255591054,CER,Intelligibility,O,*19.0 
79,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6942.0,,333.216,,Hungarian,570,,27.36,360.576,0.07587859424920128,CER,Intelligibility,O,*13.5 
80,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6654.0,,319.392,,Japanese,858,,41.184,360.576,0.11421725239616612,CER,Intelligibility,O,25.1 
81,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6810.0,,326.88,,Dutch,702,,33.696,360.576,0.09345047923322683,CER,Intelligibility,O,*22.6 
82,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6450.0,,309.6,,Russian,1062,,50.97599999999999,360.576,0.14137380191693288,CER,Intelligibility,O,*34.5 
83,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,7176.0,,344.448,,Chinese,336,,16.128,360.57599999999996,0.04472843450479234,CER,Intelligibility,O,*20.5 
84,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6588.0,,316.224,,German,80,600.0,6.0,322.224,0.018620586920899747,CER,Intelligibility,O,13.2 
85,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,7302.0,,350.496,,Greek,80,600.0,6.0,356.496,0.01683048337148243,CER,Intelligibility,O,16.8 
86,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6258.0,,300.38399999999996,,Spanish,80,600.0,6.0,306.38399999999996,0.01958326805577315,CER,Intelligibility,O,9.8 
87,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6930.0,,332.64,,Finnish,80,600.0,6.0,338.64,0.01771793054571226,CER,Intelligibility,O,18.2 
88,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6498.0,,311.904,,French,80,600.0,6.0,317.904,0.018873622225577532,CER,Intelligibility,O,40.2 
89,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6942.0,,333.216,,Hungarian,80,600.0,6.0,339.216,0.017687844912975804,CER,Intelligibility,O,21.4 
90,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6654.0,,319.392,,Japanese,80,600.0,6.0,325.392,0.018439297831538574,CER,Intelligibility,O,32.5 
91,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6810.0,,326.88,,Dutch,80,600.0,6.0,332.88,0.01802451333813987,CER,Intelligibility,O,37.8 
92,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6450.0,,309.6,,Russian,80,600.0,6.0,315.6,0.019011406844106463,CER,Intelligibility,O,60.4 
93,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,7176.0,,344.448,,Chinese,80,600.0,6.0,350.448,0.017120942336666212,CER,Intelligibility,O,40.2 
94,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6588.0,,316.224,,German,120,900.0,9.0,325.224,0.02767323444764224,CER,Intelligibility,O,12.4 
95,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,7302.0,,350.496,,Greek,120,900.0,9.0,359.496,0.025035049068696177,CER,Intelligibility,O,16.0 
96,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6258.0,,300.38399999999996,,Spanish,120,900.0,9.0,309.38399999999996,0.029090062834535725,CER,Intelligibility,O,9.9 
97,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6930.0,,332.64,,Finnish,120,900.0,9.0,341.64,0.026343519494204427,CER,Intelligibility,O,18.4 
98,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6498.0,,311.904,,French,120,900.0,9.0,320.904,0.028045770697778777,CER,Intelligibility,O,37.6 
99,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6942.0,,333.216,,Hungarian,120,900.0,9.0,342.216,0.02629917946560067,CER,Intelligibility,O,21.3 
100,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6654.0,,319.392,,Japanese,120,900.0,9.0,328.392,0.027406270554702915,CER,Intelligibility,O,32.2 
101,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6810.0,,326.88,,Dutch,120,900.0,9.0,335.88,0.02679528403001072,CER,Intelligibility,O,30.4 
102,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,6450.0,,309.6,,Russian,120,900.0,9.0,318.6,0.028248587570621465,CER,Intelligibility,O,47.0 
103,B,S2S,Tacotron 2,,Multi,,Shared (Zhang et al. 2019),,,7176.0,,344.448,,Chinese,120,900.0,9.0,353.448,0.025463434508046445,CER,Intelligibility,O,39.8 
104,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6588.0,,316.224,,German,80,600.0,6.0,322.224,0.018620586920899747,CER,Intelligibility,O,15.6 
105,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,7302.0,,350.496,,Greek,80,600.0,6.0,356.496,0.01683048337148243,CER,Intelligibility,O,14.2 
106,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6258.0,,300.38399999999996,,Spanish,80,600.0,6.0,306.38399999999996,0.01958326805577315,CER,Intelligibility,O,8.1 
107,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6930.0,,332.64,,Finnish,80,600.0,6.0,338.64,0.01771793054571226,CER,Intelligibility,O,*13.2 
108,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6498.0,,311.904,,French,80,600.0,6.0,317.904,0.018873622225577532,CER,Intelligibility,O,32.9 
109,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6942.0,,333.216,,Hungarian,80,600.0,6.0,339.216,0.017687844912975804,CER,Intelligibility,O,*16.5 
110,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6654.0,,319.392,,Japanese,80,600.0,6.0,325.392,0.018439297831538574,CER,Intelligibility,O,29.9 
111,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6810.0,,326.88,,Dutch,80,600.0,6.0,332.88,0.01802451333813987,CER,Intelligibility,O,32.8 
112,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6450.0,,309.6,,Russian,80,600.0,6.0,315.6,0.019011406844106463,CER,Intelligibility,O,38.5 
113,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,7176.0,,344.448,,Chinese,80,600.0,6.0,350.448,0.017120942336666212,CER,Intelligibility,O,33.0 
114,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6588.0,,316.224,,German,120,900.0,9.0,325.224,0.02767323444764224,CER,Intelligibility,O,12.5 
115,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,7302.0,,350.496,,Greek,120,900.0,9.0,359.496,0.025035049068696177,CER,Intelligibility,O,14.7 
116,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6258.0,,300.38399999999996,,Spanish,120,900.0,9.0,309.38399999999996,0.029090062834535725,CER,Intelligibility,O,*7.6 
117,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6930.0,,332.64,,Finnish,120,900.0,9.0,341.64,0.026343519494204427,CER,Intelligibility,O,14.0 
118,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6498.0,,311.904,,French,120,900.0,9.0,320.904,0.028045770697778777,CER,Intelligibility,O,*27.2 
119,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6942.0,,333.216,,Hungarian,120,900.0,9.0,342.216,0.02629917946560067,CER,Intelligibility,O,18.0 
120,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6654.0,,319.392,,Japanese,120,900.0,9.0,328.392,0.027406270554702915,CER,Intelligibility,O,30.9 
121,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6810.0,,326.88,,Dutch,120,900.0,9.0,335.88,0.02679528403001072,CER,Intelligibility,O,28.3 
122,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,6450.0,,309.6,,Russian,120,900.0,9.0,318.6,0.028248587570621465,CER,Intelligibility,O,*34.4 
123,B,S2S,Tacotron 2,,Multi,,Generated (this paper),,,7176.0,,344.448,,Chinese,120,900.0,9.0,353.448,0.025463434508046445,CER,Intelligibility,O,*28.4 
124,C,S2S,VoiceLoop,,Mono,,1 speaker English,,,,,0.0,,English,,2000.0,20.0,20.0,1.0,MUSHRA,Naturalness,S,32
125,C,S2S,VoiceLoop,,Mono,,1 speaker English,,,,,0.0,,English,,4000.0,40.0,40.0,1.0,MUSHRA,Naturalness,S,49
126,C,S2S,VoiceLoop,,Mono,,1 speaker English,,,,,0.0,,English,,8000.0,80.0,80.0,1.0,MUSHRA,Naturalness,S,62
127,C,S2S,VoiceLoop,,Multi,,1 speaker English + 1 speaker Dutch,,Dutch,,16000,160.0,,English,,2000.0,20.0,180.0,0.1111111111111111,MUSHRA,Naturalness,S,48
128,C,S2S,VoiceLoop,,Multi,,1 speaker English + 1 speaker Dutch,,Dutch,,16000,160.0,,English,,4000.0,40.0,200.0,0.2,MUSHRA,Naturalness,S,53
129,C,S2S,VoiceLoop,,Multi,,1 speaker English + 1 speaker Dutch,,Dutch,,16000,160.0,,English,,8000.0,80.0,240.0,0.3333333333333333,MUSHRA,Naturalness,S,62
130,C,S2S,VoiceLoop,,Mono,,2 speakers English,,,,,0.0,,English,,18000.0,180.0,180.0,1.0,MUSHRA,Naturalness,S,45
131,C,S2S,VoiceLoop,,Multi,,1 speaker English + 2 speakers Dutch,,Dutch,,32000,320.0,,English,,2000.0,20.0,340.0,0.058823529411764705,MUSHRA,Naturalness,S,47
132,C,S2S,VoiceLoop,,Multi,,1 English + 1 Dutch + 1 French,,Dutch + French,,16000 + 16000,320.0,,English,,2000.0,20.0,340.0,0.058823529411764705,MUSHRA,Naturalness,S,48
133,C,S2S,VoiceLoop,,Multi,,1 English + 16 speakers source lang,,16,,32000,320.0,,English,,2000.0,20.0,340.0,0.058823529411764705,MUSHRA,Naturalness,S,50
134,D,S2S,Tacotron,,Multi,Character,Baseline (dumb),,Indonesian,4830.0,84000,840.0,,Javanese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,1.016
135,D,S2S,Tacotron,,Multi,Character,Baseline (dumb),,Indonesian,4830.0,84000,840.0,,Sundanese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,1.247
136,D,S2S,Tacotron,,Multi,Character,Baseline (dumb),,Indonesian,4830.0,84000,840.0,,Balinese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,1.129
137,D,S2S,Tacotron,,Multi,Character,Baseline (dumb),,Indonesian,4830.0,84000,840.0,,Bataks,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,1.254
138,D,S2S,Tacotron,,Multi,Character,Proposed,,Indonesian,4830.0,84000,840.0,,Javanese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,0.547
139,D,S2S,Tacotron,,Multi,Character,Proposed,,Indonesian,4830.0,84000,840.0,,Sundanese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,0.531
140,D,S2S,Tacotron,,Multi,Character,Proposed,,Indonesian,4830.0,84000,840.0,,Balinese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,0.56
141,D,S2S,Tacotron,,Multi,Character,Proposed,,Indonesian,4830.0,84000,840.0,,Bataks,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,0.51
142,D,S2S,Tacotron,,Multi,Character,Topline,,Indonesian,4830.0,84000,840.0,,Javanese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,0.415
143,D,S2S,Tacotron,,Multi,Character,Topline,,Indonesian,4830.0,84000,840.0,,Sundanese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,0.47
144,D,S2S,Tacotron,,Multi,Character,Topline,,Indonesian,4830.0,84000,840.0,,Balinese,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,0.478
145,D,S2S,Tacotron,,Multi,Character,Topline,,Indonesian,4830.0,84000,840.0,,Bataks,,2750.0,27.5,867.5,0.03170028818443804,L2 norm-squared on log-Mel spectrogram,Acoustics,O,0.399
146,E,S2S,Tacotron 2,nVIDIA,Mono,Grapheme,T2-id-tl,,English,1440.0,,69.12,,Indonesian,38,,1.824,70.944,0.02571041948579161,MOS,Naturalness/overall quality,S,4.271
147,E,S2S,Tacotron 2,nVIDIA,Mono,Grapheme,T2-id-tl,,English,1440.0,,69.12,,Indonesian,38,,1.824,70.944,0.02571041948579161,SUS-Wacc,Intelligibility,O,0.9826
